region,store_id,category,product,week,units_sold,revenue,revenue_last_year
Central,130,Home,Towel,36,191,17952.09,25069.29
East,137,Apparel,Jacket,45,66,4035.24,3280.85
Central,123,Home,Towel,48,0,0.0,0.0
North,140,Electronics,Earbuds,8,180,11640.6,12182.87
East,132,Electronics,Speaker,36,159,8948.52,7329.85
South,119,Home,Towel,17,182,3235.96,3169.27
North,116,Apparel,T-Shirt,16,8,777.68,918.15
West,120,Home,Towel,37,42,3759.84,4396.54
Central,131,Home,Mug,34,130,8699.6,11889.36
South,121,Home,Towel,45,70,5892.6,6228.76
South,133,Electronics,Charger,1,113,4412.65,4438.29
West,103,Home,Cushion,5,73,2505.36,3199.01
East,138,Apparel,T-Shirt,52,105,11007.15,9686.14
East,133,Home,Mug,29,170,19436.1,21013.72
North,107,Electronics,Speaker,6,1,88.35,87.41
South,135,Apparel,Jeans,42,173,16523.23,20282.27
East,133,Electronics,Webcam,5,185,18642.45,23322.78
South,121,Electronics,Charger,15,32,3339.84,4219.74
Central,111,Home,Towel,9,23,751.87,776.32
Central,102,Apparel,T-Shirt,8,115,9397.8,8329.35
South,122,Electronics,Webcam,48,189,18217.71,16775.01
Central,103,Electronics,Earbuds,40,137,6784.24,9383.51
East,119,Home,Lamp,43,107,11033.84,15230.95
North,111,Electronics,Webcam,44,185,13456.9,18474.93
East,138,Apparel,Jeans,24,185,17447.35,20431.98
North,130,Apparel,Jeans,18,146,10938.32,10695.88
South,134,Home,Towel,52,150,12559.5,12698.18
East,111,Home,Lamp,41,28,1876.56,1350.17
South,123,Apparel,Socks,2,137,16100.24,22456.06
West,104,Home,Lamp,16,55,3452.9,2453.99
West,136,Home,Lamp,44,195,4442.1,3492.46
North,108,Home,Cushion,8,178,3001.08,3780.76
North,138,Electronics,Charger,52,126,12853.26,14853.86
North,125,Home,Lamp,6,120,1242.0,1699.4
South,102,Apparel,Socks,38,24,1290.48,1620.55
East,131,Electronics,Speaker,15,102,6100.62,5175.63
Central,111,Electronics,Speaker,4,86,9193.4,11450.79
South,137,Electronics,Earbuds,39,126,11386.62,12367.57
East,113,Home,Lamp,34,54,3112.56,3031.57
South,113,Electronics,Speaker,34,130,11173.5,13367.59
West,132,Apparel,T-Shirt,45,117,12440.61,13199.15
West,107,Apparel,T-Shirt,48,66,3444.54,3101.51
West,118,Apparel,Socks,30,62,5544.04,5321.33
Central,120,Electronics,Webcam,11,197,15239.92,20896.12
Central,107,Home,Mug,52,81,6873.66,7090.98
West,128,Electronics,Charger,23,92,5367.28,6492.99
Central,123,Home,Mug,12,94,1983.4,1466.58
East,111,Home,Cushion,43,121,7465.7,8952.09
West,114,Electronics,Speaker,16,81,6794.28,6316.25
South,118,Apparel,T-Shirt,17,63,5360.04,4301.2
North,135,Electronics,Speaker,15,13,186.29,243.3
South,139,Electronics,Speaker,38,164,2287.8,3156.86
South,111,Electronics,Webcam,16,61,824.72,1067.6
North,113,Electronics,Webcam,13,44,412.72,575.26
East,109,Apparel,Jeans,5,40,3260.8,2480.17
East,106,Electronics,Charger,51,0,0.0,0.0
North,102,Home,Cushion,7,140,12343.8,13021.63
West,117,Apparel,Socks,45,54,5254.2,6263.69
South,108,Apparel,Jeans,47,198,1873.08,1922.76
South,134,Home,Lamp,46,175,1358.0,1191.83
East,128,Home,Towel,1,41,4158.22,5522.71
Central,108,Home,Cushion,42,106,11814.76,13642.93
West,131,Electronics,Earbuds,3,48,3261.12,3227.58
West,101,Home,Cushion,15,79,7644.04,6504.01
West,114,Electronics,Speaker,33,32,475.84,405.22
West,128,Apparel,Jeans,11,180,13512.6,15636.85
North,101,Home,Cushion,37,46,2370.84,3136.74
South,135,Electronics,Speaker,37,149,13646.91,10832.08
Central,136,Apparel,Jacket,39,33,884.73,675.74
Central,116,Electronics,Webcam,32,196,7838.04,7685.19
East,103,Apparel,Jeans,1,160,6632.0,8835.94
West,105,Home,Lamp,5,130,9499.1,12681.65
Central,121,Electronics,Speaker,34,53,5172.27,4261.73
South,122,Home,Mug,36,46,5272.06,5265.72
North,105,Electronics,Speaker,27,15,114.3,90.59
North,119,Apparel,Jacket,37,134,5658.82,4910.65
North,112,Electronics,Earbuds,44,49,2525.95,1931.25
East,103,Home,Towel,39,46,644.92,717.53
North,125,Electronics,Earbuds,8,61,4090.05,3887.86
North,138,Home,Lamp,30,65,5606.9,5100.07
West,103,Electronics,Earbuds,37,100,1536.0,1527.5
West,132,Apparel,Jeans,37,192,7138.56,6982.11
West,103,Apparel,T-Shirt,46,187,5228.52,5918.35
Central,112,Apparel,T-Shirt,12,79,3593.71,4372.38
North,106,Apparel,T-Shirt,23,157,18317.19,13684.65
West,101,Electronics,Charger,3,48,4550.4,5249.9
South,100,Home,Cushion,6,3,195.48,219.81
West,111,Electronics,Speaker,37,89,10360.49,9087.58
West,126,Home,Cushion,30,159,3075.06,2313.19
South,130,Home,Lamp,24,140,14795.2,16188.15
West,131,Electronics,Webcam,16,1,69.88,64.16
West,140,Apparel,T-Shirt,22,67,3571.77,3856.3
East,126,Electronics,Earbuds,34,37,2423.5,2652.57
West,121,Apparel,Socks,49,193,21424.93,24348.94
North,135,Electronics,Webcam,14,33,2396.46,2793.4
South,124,Apparel,Jeans,46,34,3507.1,3343.63
East,114,Electronics,Charger,38,55,1757.8,1630.07
Central,137,Apparel,T-Shirt,7,124,11441.48,10675.7
East,126,Electronics,Webcam,34,125,5447.5,7603.82
South,114,Home,Cushion,51,82,5048.74,5299.08
West,114,Apparel,Jeans,1,174,10702.74,10888.6
West,135,Electronics,Charger,32,18,307.44,377.28
Central,110,Electronics,Earbuds,40,10,551.4,491.4
South,108,Home,Cushion,51,68,6447.08,5940.2
East,101,Electronics,Charger,16,22,893.86,1156.39
South,136,Apparel,Jeans,50,63,6154.47,4526.06
West,113,Home,Towel,12,31,1736.31,1725.22
Central,108,Electronics,Charger,7,73,1489.93,1796.11
North,109,Home,Towel,29,52,4421.04,6119.86
West,138,Home,Lamp,34,198,5502.42,4045.95
North,103,Electronics,Speaker,32,27,568.35,695.08
North,103,Home,Mug,43,64,7379.84,8160.22
West,121,Electronics,Charger,23,26,950.56,892.57
North,132,Electronics,Earbuds,39,60,5446.2,6084.28
South,105,Apparel,Socks,37,190,7284.6,7492.06
Central,107,Apparel,T-Shirt,17,115,4044.55,5311.76
Central,127,Electronics,Charger,17,115,9971.65,8584.67
North,124,Home,Cushion,20,196,17012.8,14473.62
South,117,Apparel,T-Shirt,50,39,1674.27,2338.09
East,108,Electronics,Webcam,32,33,1813.35,1617.49
Central,109,Home,Mug,34,133,5167.05,3834.4
Central,105,Electronics,Speaker,26,114,796.86,629.91
South,135,Apparel,T-Shirt,18,133,3255.84,4486.37
North,131,Home,Towel,3,124,14344.32,18934.18
West,135,Apparel,Jeans,33,85,5688.2,7328.6
South,127,Electronics,Speaker,8,39,3883.23,3586.95
West,103,Home,Mug,34,56,5320.0,3939.87
Central,102,Electronics,Earbuds,46,87,6157.86,7352.6
West,119,Home,Cushion,44,176,19166.4,18372.07
West,124,Electronics,Earbuds,50,69,6314.19,6163.14
West,109,Electronics,Charger,22,58,3645.3,4415.74
North,117,Home,Mug,25,162,11456.64,8744.41
Central,129,Apparel,Socks,21,7,90.72,107.2
South,111,Electronics,Speaker,15,124,2560.6,3438.56
East,133,Home,Cushion,10,192,7069.44,8262.84
West,134,Home,Mug,49,79,8908.04,8428.06
South,131,Apparel,T-Shirt,42,157,883.91,1129.14
Central,129,Home,Towel,47,127,15134.59,11766.81
South,140,Home,Towel,22,13,503.75,490.48
East,130,Electronics,Charger,19,18,1286.64,1236.31
West,108,Apparel,Jacket,24,57,2765.07,2909.43
Central,133,Home,Lamp,5,173,1385.73,1078.76
West,108,Home,Lamp,10,110,3478.2,3562.22
North,126,Electronics,Webcam,45,164,18482.8,19043.23
North,118,Apparel,Jacket,9,42,942.48,1318.22
North,139,Apparel,T-Shirt,19,5,86.85,79.04
East,100,Home,Cushion,19,187,2950.86,3513.64
East,137,Home,Lamp,22,56,5508.72,7591.43
South,112,Home,Cushion,46,109,7965.72,8199.47
South,130,Electronics,Webcam,15,24,1225.44,1219.87
East,109,Home,Cushion,47,136,15675.36,12952.66
Central,119,Home,Cushion,23,198,997.92,1392.29
West,118,Home,Lamp,2,180,8348.4,10423.88
East,131,Electronics,Speaker,52,23,526.24,577.46
West,135,Electronics,Webcam,11,108,6679.8,6899.52
West,121,Home,Towel,38,198,5781.6,6802.76
North,106,Home,Mug,25,89,9237.31,12240.79
North,134,Electronics,Charger,19,132,1634.16,2163.45
South,123,Electronics,Charger,47,103,9028.98,11079.56
Central,107,Home,Mug,13,139,14717.32,17733.11
Central,131,Apparel,Socks,30,131,15340.1,19195.77
West,131,Home,Towel,41,60,7036.8,9400.21
South,102,Apparel,Jacket,25,157,11570.9,12660.2
East,119,Electronics,Webcam,39,173,4745.39,6102.44
Central,106,Home,Towel,18,58,321.9,427.14
North,114,Electronics,Earbuds,50,169,8345.22,11608.97
West,115,Home,Mug,24,107,4087.4,5498.31
West,113,Apparel,Jacket,43,15,390.15,294.89
Central,135,Electronics,Earbuds,20,195,3999.45,5064.66
South,116,Home,Towel,8,135,10644.75,10783.2
South,100,Electronics,Speaker,49,91,7821.45,7013.35
Central,103,Apparel,T-Shirt,21,184,6474.96,7886.76
South,124,Home,Cushion,13,8,578.72,436.02
Central,126,Electronics,Webcam,44,196,13347.6,17818.45
Central,126,Apparel,T-Shirt,40,146,7568.64,10104.89
Central,111,Home,Mug,1,159,3707.88,5178.55
West,113,Apparel,Jacket,20,49,1661.1,1206.17
East,117,Apparel,Jeans,21,135,14112.9,16668.89
East,104,Home,Towel,24,19,1493.4,1415.23
Central,109,Electronics,Speaker,19,11,591.8,620.6
South,103,Apparel,Jeans,21,171,7453.89,6648.35
North,110,Apparel,Jacket,26,104,9048.0,12237.77
North,140,Home,Cushion,30,149,6153.7,6482.51
West,119,Home,Towel,26,144,11969.28,16455.14
East,127,Home,Cushion,26,53,770.62,1033.24
South,130,Electronics,Webcam,15,72,1267.92,1416.64
North,139,Apparel,Socks,32,164,4357.48,5022.06
South,130,Electronics,Speaker,15,143,5699.98,5300.02
West,129,Home,Lamp,47,51,4523.7,5146.45
North,125,Home,Towel,34,50,4648.0,5516.21
West,137,Electronics,Earbuds,4,48,4052.16,4294.49
West,116,Electronics,Webcam,32,64,2412.16,2931.72
South,131,Electronics,Webcam,24,19,2166.76,2848.98
North,138,Apparel,Jeans,7,175,20100.5,24645.52
West,106,Home,Towel,40,82,2350.12,3060.17
West,106,Apparel,Jeans,43,64,3616.64,2663.78
Central,101,Electronics,Speaker,15,48,2713.44,2201.34
Central,138,Apparel,Jeans,48,29,2612.61,2967.67
North,104,Electronics,Charger,22,41,3441.13,3330.11
North,108,Apparel,T-Shirt,12,138,5698.02,5346.11
North,133,Electronics,Earbuds,49,64,3009.28,3837.66
South,125,Apparel,T-Shirt,11,118,11539.22,9008.94
East,139,Electronics,Earbuds,5,21,443.73,570.49
West,109,Electronics,Speaker,39,184,12635.28,9870.92
West,102,Home,Cushion,33,125,12825.0,12387.09
North,102,Home,Lamp,17,52,3332.16,4521.98
East,113,Apparel,Jacket,23,168,19667.76,23280.36
Central,106,Home,Mug,48,93,3497.73,4304.07
West,132,Apparel,Jacket,18,152,1588.4,2111.77
South,138,Apparel,Jeans,4,72,3373.2,4179.98
East,135,Apparel,Jeans,19,27,3024.27,2913.38
North,128,Electronics,Webcam,42,5,511.4,500.2
South,106,Apparel,Jacket,26,17,683.06,879.85
West,126,Home,Cushion,14,197,17613.77,17610.25
West,138,Apparel,Jacket,36,88,9466.16,8777.06
East,102,Apparel,T-Shirt,42,166,16163.42,20502.98
East,108,Electronics,Speaker,34,179,14613.56,11195.74
North,119,Apparel,Jacket,40,71,3685.61,4114.14
North,119,Home,Towel,52,185,11096.3,14835.81
South,134,Home,Lamp,35,11,1221.55,882.54
North,109,Home,Mug,42,88,2048.64,1452.41
North,128,Home,Mug,33,137,2508.47,2955.93
North,136,Electronics,Charger,49,11,984.17,1183.37
South,129,Home,Cushion,44,28,672.28,898.07
East,130,Electronics,Speaker,44,137,15468.67,18365.18
Central,123,Apparel,Jeans,27,180,3574.8,2695.01
West,109,Electronics,Speaker,36,121,8175.97,7632.93
South,127,Apparel,T-Shirt,47,27,594.0,635.09
South,140,Apparel,Socks,34,140,6990.2,8614.97
West,125,Electronics,Charger,40,174,5747.22,5367.26
Central,130,Apparel,T-Shirt,34,131,14246.25,19835.94
Central,129,Apparel,Jeans,46,74,3797.68,3968.75
North,125,Home,Mug,49,82,2268.12,2091.78
East,120,Apparel,Jeans,23,133,15956.01,17020.74
East,136,Apparel,Socks,51,11,801.35,954.3
South,125,Home,Towel,49,13,976.17,1201.92
West,111,Home,Lamp,36,129,9489.24,7429.37
North,123,Home,Cushion,27,188,8256.96,7700.42
South,129,Apparel,Jeans,51,65,1629.55,1538.67
North,123,Electronics,Charger,45,150,8707.5,9319.17
Central,127,Apparel,Jeans,21,107,9830.09,11797.35
South,136,Home,Mug,11,190,14134.1,10395.38
South,117,Electronics,Webcam,48,196,8049.72,11021.88
North,123,Electronics,Charger,17,117,5021.64,4435.43
South,111,Home,Mug,14,108,7008.12,5617.34
South,118,Apparel,Jacket,1,12,1168.8,1503.38
West,134,Home,Towel,44,174,18249.12,18823.58
South,135,Apparel,T-Shirt,23,34,591.94,475.83
West,105,Home,Cushion,37,51,2592.84,3608.29
East,121,Home,Mug,34,137,14004.14,10774.28
North,137,Electronics,Charger,1,104,8580.0,9710.64
West,128,Electronics,Webcam,7,182,18225.48,20099.04
East,119,Apparel,T-Shirt,13,36,3550.32,3491.27
North,114,Apparel,Socks,28,55,4068.9,3003.2
Central,118,Apparel,T-Shirt,14,192,18046.08,18536.3
West,137,Apparel,Jacket,46,46,1737.42,1648.1
South,127,Electronics,Earbuds,17,191,16502.4,13664.43
East,136,Apparel,Jacket,4,59,6055.76,6227.12
East,107,Apparel,T-Shirt,12,180,19011.6,14179.99
North,135,Apparel,Socks,35,49,2552.41,2904.99
East,103,Electronics,Webcam,21,51,689.52,962.49
East,124,Electronics,Speaker,30,82,5738.36,6937.22
East,110,Apparel,Socks,26,87,7155.75,8652.05
West,132,Electronics,Speaker,51,116,2040.44,2341.9
West,104,Home,Cushion,20,126,3337.74,2965.16
West,130,Electronics,Webcam,28,105,8744.4,8220.85
East,128,Apparel,Jacket,32,113,6337.04,4572.21
North,125,Apparel,Socks,30,79,8405.6,10631.69
Central,135,Electronics,Earbuds,1,78,3985.8,4278.85
North,109,Apparel,T-Shirt,10,26,1865.24,1659.62
West,118,Home,Mug,29,43,2396.39,3069.61
North,127,Apparel,Jeans,7,57,352.26,247.54
West,122,Electronics,Webcam,7,26,1846.78,2099.74
Central,122,Home,Lamp,5,113,5447.73,6614.16
West,117,Apparel,Jeans,5,53,2445.95,3110.54
West,140,Home,Mug,7,10,1001.7,790.68
North,113,Electronics,Webcam,27,171,17688.24,15629.72
East,122,Electronics,Earbuds,44,141,7351.74,7037.88
Central,128,Apparel,Socks,22,43,2521.95,2410.69
East,111,Electronics,Webcam,28,138,7758.36,10829.64
Central,110,Home,Cushion,37,96,4246.08,4610.02
South,114,Electronics,Webcam,37,101,7688.12,6134.83
North,119,Electronics,Speaker,28,195,6202.95,7416.42
Central,107,Home,Cushion,50,178,1886.8,1754.61
West,127,Apparel,T-Shirt,39,128,5036.8,4825.35
East,138,Apparel,Socks,41,119,6392.68,5071.68
West,116,Home,Towel,28,155,11780.0,10691.27
West,126,Electronics,Speaker,1,29,570.72,577.33
West,140,Home,Towel,29,74,625.3,482.84
West,103,Apparel,T-Shirt,32,82,7039.7,5219.2
South,119,Electronics,Earbuds,41,60,7095.0,5431.41
North,127,Home,Lamp,19,59,1741.68,1256.15
East,130,Home,Lamp,11,193,1518.91,1686.92
Central,133,Home,Towel,28,27,2689.2,2886.95
East,131,Home,Cushion,50,120,8847.6,11797.08
West,101,Apparel,Jeans,1,45,2321.1,2869.79
Central,129,Apparel,Jacket,44,136,7383.44,5938.69
South,110,Electronics,Webcam,39,10,653.1,787.66
Central,102,Apparel,Jeans,48,84,8849.4,7337.79
Central,124,Electronics,Webcam,11,179,2833.57,2436.62
North,129,Home,Towel,7,183,18173.73,22032.42
East,114,Home,Cushion,10,67,1289.08,1435.22
South,128,Apparel,Socks,8,51,4361.01,5174.24
North,108,Electronics,Speaker,15,12,228.6,261.02
East,135,Apparel,Jacket,28,15,1486.35,1722.21
South,118,Electronics,Earbuds,37,15,857.25,1054.16
Central,107,Electronics,Speaker,30,88,9742.48,9386.69
East,134,Apparel,Jacket,28,132,3020.16,3155.83
West,118,Home,Towel,17,111,12941.49,10981.24
West,140,Home,Lamp,15,78,6892.86,6146.26
East,130,Home,Mug,16,82,8172.94,11103.62
South,128,Home,Lamp,2,170,9455.4,11518.48
Central,115,Electronics,Earbuds,44,66,4423.32,3836.87
West,122,Home,Mug,21,47,5606.63,5762.01
North,138,Electronics,Speaker,28,68,2131.8,2703.93
Central,128,Home,Mug,49,33,1291.62,1309.8
East,133,Apparel,Jeans,35,8,636.56,594.8
East,126,Electronics,Speaker,22,184,12701.52,15352.13
Central,124,Electronics,Charger,13,37,1527.73,1547.39
North,129,Electronics,Webcam,50,118,7711.3,7989.66
North,104,Electronics,Webcam,36,32,2246.08,2413.07
West,132,Electronics,Webcam,28,81,8407.8,8287.18
Central,127,Home,Cushion,24,196,5870.2,6686.28
North,123,Electronics,Earbuds,33,91,8221.85,8598.42
South,126,Electronics,Charger,30,145,11671.05,12441.1
Central,115,Electronics,Webcam,49,198,6320.16,7328.47
East,138,Home,Lamp,34,198,18221.94,13042.2
Central,138,Apparel,Socks,16,79,3186.07,3466.91
Central,111,Electronics,Webcam,27,17,428.74,552.25
West,105,Home,Cushion,49,75,6646.5,6363.72
South,109,Electronics,Charger,28,155,4880.95,4443.68
South,108,Electronics,Speaker,1,141,9588.0,12900.57
West,113,Electronics,Speaker,15,187,5464.14,7124.02
Central,113,Apparel,Jeans,46,82,4503.44,6073.9
East,131,Electronics,Earbuds,13,136,4497.52,4689.9
East,115,Apparel,Jacket,2,187,15986.63,16014.06
West,125,Apparel,Socks,17,102,6122.04,5197.98
North,120,Apparel,T-Shirt,24,195,7593.3,10282.58
West,134,Home,Cushion,15,35,459.55,580.01
East,126,Electronics,Webcam,15,49,540.47,427.57
Central,133,Electronics,Speaker,24,58,5040.2,4304.11
West,126,Electronics,Charger,4,35,2742.25,2246.04
South,134,Electronics,Speaker,28,116,1358.36,1517.83
West,123,Home,Cushion,2,144,1429.92,1853.41
South,107,Home,Mug,49,106,5806.68,4684.91
East,114,Apparel,Jacket,16,40,4084.4,4195.14
North,111,Apparel,Jacket,46,179,12184.53,12250.94
West,121,Electronics,Webcam,7,43,1512.74,1981.08
East,103,Home,Lamp,41,173,3662.41,3647.66
East,115,Home,Lamp,33,5,321.15,388.51
South,126,Apparel,Jeans,17,162,5512.86,4073.87
East,126,Home,Towel,51,33,2021.58,2410.11
North,105,Electronics,Webcam,46,170,11784.4,10487.98
West,104,Apparel,Socks,23,156,11283.48,9641.72
Central,102,Home,Towel,20,174,12975.18,14005.07
North,124,Apparel,T-Shirt,27,37,3237.13,3389.46
East,120,Electronics,Speaker,39,197,10269.61,8031.77
Central,137,Electronics,Charger,26,67,4572.75,4591.82
Central,130,Apparel,Jacket,8,182,20311.2,20180.76
Central,122,Electronics,Charger,24,176,1258.4,1256.29
West,114,Electronics,Earbuds,33,6,327.84,370.33
South,136,Electronics,Speaker,21,34,1410.66,1520.27
West,103,Apparel,Socks,27,38,1267.3,1555.35
Central,111,Home,Mug,51,51,4464.03,4202.05
West,137,Home,Cushion,26,91,3440.71,4075.33
East,118,Electronics,Charger,32,65,3840.2,2770.04
North,123,Home,Towel,41,30,469.8,502.78
Central,103,Electronics,Webcam,42,189,975.24,713.84
Central,105,Home,Lamp,46,57,4444.29,4588.58
East,129,Apparel,Jeans,6,1,11.55,12.95
Central,123,Home,Towel,23,63,7235.55,9641.7
South,139,Home,Lamp,14,100,5790.0,7258.25
West,121,Home,Cushion,29,69,1673.25,1492.68
East,111,Home,Lamp,52,18,1270.44,1157.72
Central,107,Apparel,T-Shirt,39,115,13252.6,18205.13
Central,128,Home,Lamp,34,94,7775.68,7032.87
East,118,Electronics,Speaker,46,27,1186.65,915.23
South,136,Electronics,Webcam,26,80,8969.6,12002.7
Central,100,Home,Cushion,52,2,151.12,199.64
Central,126,Apparel,Jacket,2,49,2889.53,3274.37
West,113,Electronics,Earbuds,32,117,13670.28,17356.2
East,105,Home,Towel,35,56,2945.04,3682.93
South,120,Apparel,Jacket,29,139,3746.05,4889.33
North,124,Home,Cushion,51,179,2867.58,3048.41
East,120,Electronics,Charger,35,155,7505.1,6019.13
West,121,Electronics,Charger,52,166,6910.58,6576.76
South,124,Home,Mug,5,183,9801.48,9405.27
North,104,Electronics,Earbuds,36,10,245.7,220.51
North,123,Home,Lamp,35,106,9958.7,10450.24
Central,125,Electronics,Earbuds,1,140,8449.0,9818.65
Central,138,Electronics,Speaker,23,24,631.2,535.95
North,118,Apparel,Jeans,3,10,677.3,515.21
South,132,Apparel,Jeans,29,74,5678.02,5684.55
Central,107,Home,Lamp,36,198,7017.12,8579.69
South,123,Home,Cushion,3,170,20126.3,15766.59
West,103,Home,Lamp,27,77,4218.06,4961.23
West,120,Apparel,Socks,49,21,649.74,603.74
East,139,Electronics,Earbuds,40,37,3990.08,3070.44
East,137,Home,Lamp,27,102,7046.16,5747.61
South,139,Electronics,Webcam,38,14,1370.88,1527.06
North,118,Electronics,Charger,19,6,315.24,355.24
West,127,Electronics,Webcam,14,86,1328.7,1163.62
Central,133,Electronics,Speaker,5,149,8957.88,8549.53
Central,115,Home,Towel,20,91,5629.26,7780.68
Central,119,Apparel,Socks,19,45,3564.0,4808.77
West,108,Apparel,Jacket,17,123,8558.34,6517.62
South,115,Electronics,Speaker,4,9,221.4,160.84
West,101,Electronics,Earbuds,38,18,1342.44,981.36
Central,136,Apparel,T-Shirt,23,180,12715.2,15115.22
South,133,Home,Cushion,42,176,16355.68,15946.15
East,117,Apparel,Jeans,15,181,9685.31,6813.79
East,124,Apparel,Socks,11,6,84.42,82.08
South,105,Electronics,Earbuds,26,73,7213.86,9549.01
North,102,Home,Cushion,11,135,6498.9,5386.22
Central,134,Apparel,Socks,33,170,13839.7,11424.73
Central,126,Apparel,Socks,40,55,2514.6,2040.48
East,116,Home,Cushion,31,177,18643.41,14930.93
North,114,Electronics,Speaker,47,197,19118.85,26071.25
Central,112,Home,Mug,21,99,4494.6,6146.0
Central,131,Electronics,Earbuds,33,169,10579.4,13261.7
East,118,Apparel,Jeans,33,92,10311.36,14407.7
East,112,Apparel,Socks,5,27,2151.09,1948.29
